park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
284,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0280,1.0150,1.0350,1.0740,1.0800,0.9880,0.9950,0.9750,35,38,47,56,66,75,79,77,71,59,49,40,3,3,4,3,3,3,3,3,3,3,3,3,9,2,333,375,419,434,407,368,331,9,9,9,9,9,9,9,"Red Raiders Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
285,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9830,0.9050,1.0250,1.0940,1.0600,0.9265,0.9650,0.8550,13,20,32,47,59,68,73,71,61,49,33,19,3,3,3,3,4,4,4,3,3,3,3,3,11,8,329,367,413,431,425,381,332,9,9,9,9,13,17,17,"Blue Sox Stadium","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
286,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,0.9120,0.9200,1.0650,1.0650,1.0650,21,25,35,45,56,66,72,71,63,51,38,26,3,3,4,4,4,4,3,3,3,3,4,3,12,5,320,351,380,415,378,345,314,9,9,9,9,9,9,9,"Milwaukee HS Fields","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
287,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9870,1.0000,0.9800,1.0380,0.9600,0.9870,0.9800,1.0000,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,4,334,362,402,426,397,358,322,6,6,6,6,6,6,6,"Beach Boys Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
288,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0160,0.9900,1.0300,1.1280,1.2200,0.9730,0.9800,0.9600,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,334,365,404,425,394,354,330,9,9,9,14,9,9,9,"Potros Ballpark","default_turf.jpg","default_turf.jpg",0,200,0,0,1,0,"","",1
289,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,0.9900,1.0000,1.0980,1.2000,1.0095,1.0200,0.9900,54,57,63,68,74,79,81,80,78,70,63,56,3,3,3,3,2,5,5,5,4,3,3,3,6,6,335,357,402,431,395,358,324,7,7,7,7,7,7,7,"Commodores Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
290,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,0.9880,1.0300,1.0000,1.0000,1.0000,50,55,62,68,75,81,84,85,80,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,1,335,366,396,430,393,352,327,10,10,10,10,10,10,10,"Nightowls Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
291,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0122,1.1000,0.9650,0.9880,0.9800,1.0188,0.9750,1.1000,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,3,341,368,405,425,389,349,329,15,15,7,7,7,7,7,"Rochester HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
292,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9795,0.8950,1.0250,0.9620,0.9200,1.0490,1.1050,0.9450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,317,345,380,423,388,356,320,9,9,9,9,13,17,17,"Parrots Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
293,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,1.0000,0.9900,0.9480,0.9900,0.9935,0.9900,1.0000,38,43,51,60,69,77,80,78,71,61,48,40,2,2,2,2,3,3,3,3,3,2,2,2,12,2,330,360,400,430,392,354,323,9,9,9,9,9,9,9,"Ballpark of Lubbock HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
294,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0280,1.0150,1.0350,0.9620,0.8500,1.0680,1.0750,1.0550,47,52,58,66,75,86,91,89,81,69,55,47,1,1,1,1,0,0,0,1,1,1,1,1,9,5,320,349,376,423,380,341,323,9,9,9,9,9,9,9,"Keystones Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
295,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9360,0.9750,0.9150,0.9020,0.9400,0.9500,0.9150,1.0150,25,28,38,48,59,68,72,70,63,52,41,31,5,5,5,5,4,4,3,3,3,3,5,5,10,5,332,366,394,429,376,341,317,15,15,7,12,7,7,7,"Stars Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
296,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0385,1.0450,1.0350,0.9220,0.9100,1.0680,1.0750,1.0550,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,4,328,346,380,420,376,341,314,9,9,9,9,9,9,9,"Caribou Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
297,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0845,1.0650,1.0950,0.9320,0.9100,1.1245,1.1350,1.1050,47,52,58,66,75,86,91,89,81,69,55,47,1,1,1,1,0,0,0,1,1,1,1,1,9,6,319,350,379,418,367,341,322,9,9,9,9,9,9,9,"Ballpark of Las Vegas HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
298,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,1.0440,1.1300,0.9415,0.9450,0.9350,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,4,339,376,417,434,412,367,332,9,9,9,9,9,9,9,"Ballpark of Scottsdale HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
299,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,1.0550,0.9650,1.0140,1.1100,0.9135,0.8750,0.9850,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,5,339,384,429,437,406,365,331,17,17,13,9,9,9,9,"Ballpark of Chicago HS","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
300,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,1.0940,1.1300,0.9250,0.9250,0.9250,28,32,42,52,63,71,75,74,67,55,44,34,5,4,4,4,4,4,3,3,3,3,4,4,8,2,336,374,423,432,419,374,337,10,10,10,10,10,10,10,"Snake Eyes Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
301,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9837,1.0650,0.9400,1.0720,1.1000,1.0002,0.9600,1.0750,50,54,60,67,74,80,82,81,78,68,59,52,3,3,3,3,3,4,3,4,3,2,3,3,8,5,335,356,390,417,372,337,323,18,18,14,16,10,10,10,"Baton Rouge HS Fields","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
302,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0445,1.0250,1.0550,0.9720,0.8700,1.0455,1.0350,1.0650,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,324,350,385,421,380,346,319,9,9,9,14,9,9,9,"Thunder Wolves Stadium","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
303,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0122,1.1000,0.9650,1.1680,1.2600,0.9857,0.9350,1.0800,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,8,340,367,406,422,387,347,329,18,18,10,10,10,7,7,"Ballpark of Metairie HS","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
304,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0095,0.9900,1.0200,1.0180,0.9600,0.9835,0.9800,0.9900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,327,364,399,427,398,354,321,9,9,9,13,9,9,9,"Ballpark of Ft. Wayne HS","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
305,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9992,1.1000,0.9450,0.9780,1.0000,0.9822,0.9350,1.0700,50,54,60,67,74,80,82,81,78,68,59,52,3,3,3,3,3,4,3,4,3,2,3,3,8,8,341,372,412,422,381,346,330,18,18,14,10,10,7,7,"Oceanics Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
306,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9765,1.0350,0.9450,1.0940,1.0900,0.9160,0.8950,0.9550,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,348,380,424,436,404,356,331,18,18,14,14,10,10,10,"Oriole Park at Camden Yards","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
307,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0450,1.0450,1.0450,0.8920,0.8800,1.0685,1.0650,1.0750,30,32,40,49,59,68,74,73,66,55,45,35,3,3,4,4,3,3,3,3,3,3,3,3,11,1,320,349,378,419,375,345,321,7,7,7,7,7,7,7,"Ballpark of Bridgeport HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
308,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0115,1.1350,0.9450,0.9420,0.9100,1.0845,1.0250,1.1950,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,6,329,354,383,419,363,330,320,18,18,14,10,10,10,10,"Rochester HS Fields","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
309,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9755,0.9950,0.9650,0.9420,0.8600,1.0385,1.0350,1.0450,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,327,354,388,423,378,343,318,7,7,7,7,7,7,7,"Aurora HS Grounds","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
310,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,1.0140,1.1400,0.9190,0.9050,0.9450,42,44,47,51,57,61,66,66,61,53,46,41,6,6,6,5,3,3,3,2,3,3,7,6,7,6,340,379,421,433,414,371,333,9,9,9,9,9,9,9,"Seafarers Ballpark","default_grass.jpg","default_grass.jpg",0,1300,0,0,0,0,"","",1
311,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0845,1.1950,1.0250,1.1040,1.1100,1.0285,0.9550,1.1650,29,33,40,48,57,68,73,72,62,51,38,30,2,3,3,3,3,3,3,3,3,2,3,2,9,4,340,373,412,425,398,354,335,18,18,14,10,10,10,10,"Huskies Ballpark","default_grass.jpg","default_grass.jpg",0,1700,0,0,0,0,"","",1
312,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0215,1.0150,1.0250,1.0540,1.1300,0.9845,0.9950,0.9650,26,28,38,48,59,68,72,70,63,52,42,31,6,5,5,5,4,4,3,3,3,3,5,5,11,8,336,367,413,428,407,366,328,9,9,9,9,9,9,9,"Ballpark of Cleveland College","default_grass.jpg","default_grass.jpg",0,1100,0,0,0,0,"","",1
313,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0105,0.9000,1.0700,0.9680,1.0300,0.9945,1.0400,0.9100,45,51,57,65,74,82,83,81,75,65,53,45,2,1,1,1,1,1,1,3,2,2,1,2,10,3,320,349,396,431,398,368,322,6,6,8,13,13,17,17,"Ballpark of El Paso College","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
314,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,1.0740,1.0600,0.9110,0.9250,0.8850,45,51,57,65,74,82,83,81,75,65,53,45,2,1,1,1,1,1,1,3,2,2,1,2,10,1,333,373,421,437,414,372,335,9,9,9,14,9,9,9,"Ballpark of El Paso College","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
315,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9150,1.0150,1.0940,1.1200,0.9235,0.9550,0.8650,50,55,62,68,75,81,84,85,80,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,5,330,363,412,432,421,380,335,9,9,9,13,13,17,17,"Ballpark of Austin College","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
316,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0285,0.9050,1.0950,0.9520,0.9400,1.0950,1.1650,0.9650,44,49,57,65,73,81,85,84,78,67,55,47,3,3,3,3,3,3,3,2,3,2,3,2,11,3,310,341,372,421,383,349,320,7,7,7,10,14,18,18,"Dallas College Grounds","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
317,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9310,0.9050,0.9450,1.0920,1.1500,0.9745,0.9850,0.9550,27,31,42,52,63,72,75,74,66,55,43,32,4,3,4,4,4,3,3,3,3,3,3,4,10,4,323,353,390,422,384,353,320,9,9,9,9,9,9,9,"Ballpark of Indianapolis College","default_turf.jpg","default_turf.jpg",0,1400,0,0,1,0,"","",1
318,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9975,0.9000,1.0500,1.0280,1.0400,1.0010,1.0500,0.9100,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,323,348,395,427,407,361,330,7,7,7,7,7,15,15,"Scarecrows Ballpark","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
319,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0140,0.9100,1.0700,0.9680,1.0400,1.0040,1.0600,0.9000,56,60,65,71,81,90,95,93,87,75,63,56,2,2,2,1,0,0,0,2,1,1,1,2,6,2,326,351,395,424,399,359,322,9,9,9,9,9,17,17,"Ballpark of Phoenix College","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
320,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9615,0.9550,0.9650,1.0740,1.1000,0.9050,0.9050,0.9050,36,41,48,56,65,75,79,76,69,57,44,36,2,2,2,1,2,2,2,3,3,2,2,2,9,4,341,376,419,433,411,365,328,9,9,9,9,9,9,9,"Field of the Ocelots","default_grass.jpg","default_grass.jpg",0,1300,0,0,0,0,"","",1
321,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0535,1.0600,1.0500,1.0980,1.2700,1.0365,1.0400,1.0300,46,51,56,61,69,76,81,80,75,65,53,45,3,3,3,2,1,0,0,0,0,1,2,3,6,3,327,363,391,423,395,354,324,10,10,10,10,10,10,10,"Sound Tigers Ballpark","default_turf.jpg","default_turf.jpg",0,1300,0,0,1,0,"","",1
322,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,1.0240,1.1000,0.8990,0.8850,0.9250,37,42,51,60,68,77,82,81,73,62,49,40,2,3,3,3,3,3,3,2,3,3,3,2,12,6,335,370,420,438,415,367,334,7,7,7,11,7,7,7,"Ballpark of Oklahoma City College","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
323,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0223,1.1100,0.9750,0.9480,1.0400,1.0052,0.9650,1.0800,25,27,37,48,60,69,74,72,64,52,41,30,4,4,4,4,4,3,3,3,3,3,4,4,10,7,343,375,412,422,385,342,326,17,17,13,9,9,9,9,"Buckeyes Ballpark","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
324,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9650,0.9650,0.9650,1.0240,1.1300,0.9080,0.9150,0.8950,26,28,38,48,59,68,72,70,63,52,42,31,6,5,5,5,4,4,3,3,3,3,5,5,11,3,333,379,420,430,412,367,333,10,10,10,15,10,10,10,"Aztecs Stadium","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
325,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0280,1.0150,1.0350,1.0540,1.0500,0.9585,0.9550,0.9650,42,45,53,61,69,77,80,79,73,62,52,44,3,3,4,3,3,3,3,3,3,3,3,3,7,1,337,372,414,432,415,371,335,9,9,9,9,9,9,9,"Owls Stadium","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
326,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0735,1.0800,1.0700,0.8960,0.7900,1.1360,1.1500,1.1100,27,33,44,54,64,74,79,77,68,57,43,31,3,3,3,4,4,3,3,3,3,3,3,3,11,6,319,332,358,410,359,328,311,9,9,9,15,9,9,9,"Villans Ballpark","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
327,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9915,0.9850,0.9950,0.9220,0.8900,1.0315,1.0350,1.0250,40,43,47,51,57,63,68,69,64,54,46,40,6,6,6,5,4,3,3,2,3,4,7,7,8,6,319,355,381,426,384,348,314,9,9,9,9,9,9,9,"Swordsmen Ballpark","default_grass.jpg","default_grass.jpg",0,1300,0,0,0,0,"","",1
328,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9650,0.9650,0.9650,1.1220,1.1000,1.0415,1.0450,1.0350,29,33,40,48,57,68,73,72,62,51,38,30,2,3,3,3,3,3,3,3,3,2,3,2,9,5,326,351,382,418,379,351,318,9,9,9,9,9,9,9,"Denver College Grounds","default_turf.jpg","default_turf.jpg",0,1700,0,0,1,0,"","",1
329,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9930,0.9800,1.0000,0.9680,0.9600,1.0030,1.0100,0.9900,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,327,358,401,425,397,360,323,9,9,9,9,9,9,9,"Diamond Dawgs Ballpark","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
330,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9885,0.9950,0.9850,1.0740,1.0600,0.9350,0.9350,0.9350,58,59,60,63,65,67,71,73,72,68,62,58,3,3,3,2,1,0,0,0,0,1,2,2,7,5,340,374,418,435,417,367,331,7,7,7,7,7,7,7,"San Diego College Grounds","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
331,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.1650,0.9650,0.9720,0.9300,1.0785,1.0050,1.2150,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,327,354,387,419,366,333,317,17,17,9,9,9,9,9,"Oriole Park at Camden Yards","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
332,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0023,1.0900,0.9550,1.0380,1.0000,0.9892,0.9350,1.0900,32,36,44,53,63,72,77,75,67,55,46,37,3,3,4,4,3,3,3,3,3,3,3,3,9,7,339,365,409,426,390,353,327,15,15,7,7,7,7,7,"Baltimore College Grounds","default_grass.jpg","default_grass.jpg",0,1300,0,0,0,0,"","",1
333,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0300,1.0300,1.0300,1.0280,0.9800,1.0435,1.0400,1.0500,50,55,62,69,76,82,84,84,79,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,7,331,363,393,421,386,353,327,7,7,7,7,7,7,7,"Ballpark of San Antonio College","default_grass.jpg","default_grass.jpg",0,1700,0,0,0,0,"","",1
334,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9435,0.9500,0.9400,1.1400,1.2000,0.8535,0.8500,0.8600,43,47,54,62,70,77,80,79,73,63,53,45,3,3,4,3,3,3,3,4,3,2,3,3,9,2,342,384,437,439,440,387,344,9,9,9,9,9,9,9,"Ballpark of Atlanta College","default_grass.jpg","default_grass.jpg",0,1400,0,0,0,0,"","",1
335,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0320,1.0450,1.0250,0.9020,0.8700,1.0780,1.0850,1.0650,56,60,65,71,81,90,95,93,87,75,63,56,2,2,2,1,0,0,0,2,1,1,1,2,6,3,320,348,379,418,374,342,315,10,10,10,10,10,10,10,"Anchors Ballpark","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
336,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8935,0.9000,0.8900,1.0280,0.9500,0.8935,0.8900,0.9000,46,51,56,61,69,76,81,80,75,65,53,45,3,3,3,2,1,0,0,0,0,1,2,3,6,7,329,363,410,435,403,362,330,9,9,9,15,9,9,9,"Ballpark of Fresno College","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
337,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,1.0550,0.9650,1.0140,1.0600,0.9205,0.8750,1.0050,57,58,60,63,66,70,74,75,73,69,62,57,2,3,2,1,0,0,0,0,0,1,1,2,6,2,346,385,434,435,407,358,328,15,15,7,7,7,7,7,"Ballpark of Long Beach College","default_grass.jpg","default_grass.jpg",0,1700,0,0,0,0,"","",1
